country,region,year,"Agriculture, value added (% of GDP)",Agricultural land (% of land area),CO2 emissions (kg per 2005 PPP $ of GDP),Forest area (sq. km),"Proportion of the population using improved drinking water sources, total",Sulfur Emission per person (kg/year),Total sulfur emission (kilotonnes/year),Agricultural water withdrawal as % of total water withdrawal (%),Forest coverage (%),Forest land (ha),Forest plantation area (ha),"Proportion of the population using improved drinking water sources, rural","Proportion of the population using improved drinking water sources, urban",Industrial water withdrawal as % of total water withdrawal (%),Municipal water withdrawal as % of total withdrawal (%),Municipal water withdrawal per capita (m3/inhab/yr),Primary forest land (ha),Total water withdrawal per capita (m3/inhab/yr),Total water withdrawal (summed by sector) (10^9 m3/yr),Water resources: total internal renewable per capita (m3/inhab/yr),Water resources: total renewable per capita (actual) (m3/inhab/yr),Wood products removal (m3),Surface area (sq. km)
Algeria,Northern Africa,1850,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1851,NA,NA,NA,NA,NA,0.002002256,0.00673346648929144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1852,NA,NA,NA,NA,NA,0.003978791,0.0134669329785829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1853,NA,NA,NA,NA,NA,0.005930097,0.0202003994678743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1854,NA,NA,NA,NA,NA,0.007856654,0.0269338659571657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1855,NA,NA,NA,NA,NA,0.00975893,0.0336673324464572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1856,NA,NA,NA,NA,NA,0.0116474,0.04043558851261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1857,NA,NA,NA,NA,NA,0.01350906,0.0471922805819659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1858,NA,NA,NA,NA,NA,0.01534911,0.0539539495613357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1859,NA,NA,NA,NA,NA,0.01716794,0.0607205954507193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1860,NA,NA,NA,NA,NA,0.01896595,0.0674922182501167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1861,NA,NA,NA,NA,NA,0.02074352,0.0742688667527634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1862,NA,NA,NA,NA,NA,0.02250101,0.0810504433721885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1863,NA,NA,NA,NA,NA,0.0242388,0.0878370456948628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1864,NA,NA,NA,NA,NA,0.02595721,0.0946285761343155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1865,NA,NA,NA,NA,NA,0.02765662,0.101425132277017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1866,NA,NA,NA,NA,NA,0.02933735,0.108226665329733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1867,NA,NA,NA,NA,NA,0.03099973,0.115033175292463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1868,NA,NA,NA,NA,NA,0.03264407,0.121844662165206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1869,NA,NA,NA,NA,NA,0.0342707,0.128661125947964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1870,NA,NA,NA,NA,NA,0.03587992,0.135482566640735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1871,NA,NA,NA,NA,NA,0.03729248,0.14230898424352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1872,NA,NA,NA,NA,NA,0.03867702,0.149140378756318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1873,NA,NA,NA,NA,NA,0.0400344,0.155976798972366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1874,NA,NA,NA,NA,NA,0.04136542,0.162818147305193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1875,NA,NA,NA,NA,NA,0.04267092,0.169664521341268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1876,NA,NA,NA,NA,NA,0.04395162,0.176515823494122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1877,NA,NA,NA,NA,NA,0.045208280000000003,0.183372151350226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1878,NA,NA,NA,NA,NA,0.04644161,0.190233456116343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1879,NA,NA,NA,NA,NA,0.04765226,0.197099737792474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1880,NA,NA,NA,NA,NA,0.04884091,0.203970996378619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1881,NA,NA,NA,NA,NA,0.05000817,0.210847231874777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1882,NA,NA,NA,NA,NA,0.05115464,0.21772844428095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1883,NA,NA,NA,NA,NA,0.05228092,0.224614633597136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1884,NA,NA,NA,NA,NA,0.05338755,0.231505799823336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1885,NA,NA,NA,NA,NA,0.05447509,0.238401991752785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1886,NA,NA,NA,NA,NA,0.05554403,0.245303111799013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1887,NA,NA,NA,NA,NA,0.0565949,0.25220925754849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1888,NA,NA,NA,NA,NA,0.05762816,0.259120331414745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1889,NA,NA,NA,NA,NA,0.05864429,0.26603643098425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1890,NA,NA,NA,NA,NA,0.05964374,0.272957507463768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1891,NA,NA,NA,NA,NA,0.06062694,0.279883560853301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1892,NA,NA,NA,NA,NA,0.06159429,0.286814542359611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1893,NA,NA,NA,NA,NA,0.06254624,0.293750598362407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1894,NA,NA,NA,NA,NA,0.06348314,0.30069158248198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1895,NA,NA,NA,NA,NA,0.06440538,0.307637543511568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1896,NA,NA,NA,NA,NA,0.06531333,0.314588481451169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1897,NA,NA,NA,NA,NA,0.06620735,0.32154444509402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1898,NA,NA,NA,NA,NA,0.06708776,0.328505336853649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1899,NA,NA,NA,NA,NA,0.06795491,0.335471254316527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1900,NA,NA,NA,NA,NA,0.0688091,0.342442099896184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1901,NA,NA,NA,NA,NA,0.06965067,0.34941797117909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1902,NA,NA,NA,NA,NA,0.0704799,0.35639881937201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1903,NA,NA,NA,NA,NA,0.07129708,0.363384644474943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1904,NA,NA,NA,NA,NA,0.0721025,0.370375446487891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1905,NA,NA,NA,NA,NA,0.07289642,0.377371225410852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1906,NA,NA,NA,NA,NA,0.07367912,0.384371981243827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1907,NA,NA,NA,NA,NA,0.07445086,0.391377762780051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1908,NA,NA,NA,NA,NA,0.07521186,0.398388472433054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1909,NA,NA,NA,NA,NA,0.07596237,0.405404110202835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1910,NA,NA,NA,NA,NA,0.07670266,0.412424822469101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1911,NA,NA,NA,NA,NA,0.07743292,0.41945051164538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1912,NA,NA,NA,NA,NA,0.07815337,0.426481128938438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1913,NA,NA,NA,NA,NA,0.07886425,0.433516771934745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1914,NA,NA,NA,NA,NA,0.07882896,0.440557391841067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1915,NA,NA,NA,NA,NA,0.07758344,0.440716799341215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1916,NA,NA,NA,NA,NA,0.0872886,0.503858466340718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1917,NA,NA,NA,NA,NA,0.107442,0.630050947335354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1918,NA,NA,NA,NA,NA,0.09524211,0.567250637810917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1919,NA,NA,NA,NA,NA,0.04170251,0.252202475288765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1920,NA,NA,NA,NA,NA,0.09246139,0.567660500988526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1921,NA,NA,NA,NA,NA,0.1012583,0.630961429108471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1922,NA,NA,NA,NA,NA,0.1405461,0.888671196880181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1923,NA,NA,NA,NA,NA,0.2074873,1.33098187604994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1924,NA,NA,NA,NA,NA,0.1665722,1.08380851953691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1925,NA,NA,NA,NA,NA,0.1547377,1.02100821001247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1926,NA,NA,NA,NA,NA,3.001324,20.0791287605375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1927,NA,NA,NA,NA,NA,2.647203,17.9529781646612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1928,NA,NA,NA,NA,NA,2.10459,14.4661989228879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1929,NA,NA,NA,NA,NA,2.275753,15.8515706184713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1930,NA,NA,NA,NA,NA,1.703668,12.0231167456019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1931,NA,NA,NA,NA,NA,1.295459,9.26120005072436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1932,NA,NA,NA,NA,NA,0.476389,3.4494119182842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1933,NA,NA,NA,NA,NA,0.3038039,2.22764882041998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1934,NA,NA,NA,NA,NA,0.4044122,3.00247710419277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1935,NA,NA,NA,NA,NA,0.4809348,3.61474194134931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1936,NA,NA,NA,NA,NA,0.9682189,7.36606590731328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1937,NA,NA,NA,NA,NA,1.637863,12.6109337321464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1938,NA,NA,NA,NA,NA,2.105233,16.4027243679139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1939,NA,NA,NA,NA,NA,1.536048,12.1089440467226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1940,NA,NA,NA,NA,NA,1.459722,11.6412169712176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1941,NA,NA,NA,NA,NA,1.58753,12.8061798637181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1942,NA,NA,NA,NA,NA,1.966135,16.0407322335849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1943,NA,NA,NA,NA,NA,1.856779,15.3189534191683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1944,NA,NA,NA,NA,NA,1.923345,16.044660089037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1945,NA,NA,NA,NA,NA,2.182884,18.4100878321368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1946,NA,NA,NA,NA,NA,2.278414,19.4248749046319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1947,NA,NA,NA,NA,NA,2.346029,20.2166476152724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1948,NA,NA,NA,NA,NA,2.449899,21.3365743514714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1949,NA,NA,NA,NA,NA,2.646508,23.2917632090493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1950,NA,NA,NA,NA,NA,5.79729,51.553663930845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1951,NA,NA,NA,NA,NA,6.163665,55.9248059268101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1952,NA,NA,NA,NA,NA,6.950999,64.5019736100462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1953,NA,NA,NA,NA,NA,5.227828,49.8301404757636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1954,NA,NA,NA,NA,NA,5.412499,52.0200296750816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1955,NA,NA,NA,NA,NA,6.020627,59.2541147598812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1956,NA,NA,NA,NA,NA,6.149472,61.8460602191396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1957,NA,NA,NA,NA,NA,7.184958,73.7956699555667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1958,NA,NA,NA,NA,NA,6.614618,69.3537777682287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1959,NA,NA,NA,NA,NA,5.804816,62.090611915113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1960,NA,NA,NA,NA,NA,5.425976,59.193562354713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,Northern Africa,1961,NA,19.091505,NA,NA,NA,4.373572,48.6413176911379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2381740
Algeria,Northern Africa,1962,NA,18.851764,NA,NA,NA,3.530821,38.842382030714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1003.3145,1040.7816,NA,2381740
Algeria,Northern Africa,1963,NA,18.688018,NA,NA,NA,2.693269,30.3608930028319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2381740
Algeria,Northern Africa,1964,NA,18.542746,NA,NA,NA,3.159131,36.6865358717552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2381740
Algeria,Northern Africa,1965,12.876213,18.544006,NA,NA,NA,3.053974,36.5349694445401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2381740
Algeria,Northern Africa,1966,9.137256,18.544006,NA,NA,NA,1.840352,22.7083668896347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2381740
Algeria,Northern Africa,1967,10.330666,18.579274,NA,NA,NA,1.482541,18.9179668610769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,894.5623,927.9682,NA,2381740
Algeria,Northern Africa,1968,10.853374,18.559121,NA,NA,NA,1.673976,22.0065298705382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2381740
Algeria,Northern Africa,1969,9.030165,18.559121,NA,NA,NA,1.907633,25.8070349781535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2381740
Algeria,Northern Africa,1970,9.205466,18.564579,NA,NA,NA,1.566209,21.8201885044323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2381740
Algeria,Northern Africa,1971,9.569175,19.07555,NA,NA,NA,1.806165,25.8920815875073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2381740
Algeria,Northern Africa,1972,8.420846,19.060015,NA,NA,NA,1.521012,22.4513290047148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.98,2,770.3082,799.074,NA,2381740
Algeria,Northern Africa,1973,7.03976,18.601527,NA,NA,NA,1.507182,22.9057404062712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2381740
Algeria,Northern Africa,1974,7.366629,18.614962,NA,NA,NA,1.371947,21.475366709651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2381740
Algeria,Northern Africa,1975,10.418408,18.370183,NA,NA,NA,1.117293,18.0333942959728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2381740
Algeria,Northern Africa,1976,9.926881,18.482706,NA,NA,NA,1.003902,16.6995336190325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2381740
Algeria,Northern Africa,1977,8.470141,18.403352,NA,NA,NA,1.144898,19.6382038092539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.47,2.5,658.9469,683.5542,NA,2381740
Algeria,Northern Africa,1978,8.805621,18.407971,NA,NA,NA,1.769433,31.293785508982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2381740
Algeria,Northern Africa,1979,9.016629,18.398314,NA,NA,NA,1.633228,29.7736322591713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2381740
Algeria,Northern Africa,1980,8.509234,18.402512,0.556157426,NA,NA,4.082535,76.7763999147285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2381740
Algeria,Northern Africa,1981,9.235128,16.44638,0.37695903,NA,NA,4.52495,87.8158694306863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2381740
Algeria,Northern Africa,1982,8.389787,16.419508,0.299592214,NA,NA,4.960799,99.3834281336993,74,NA,NA,NA,NA,NA,4,22,32.841,NA,149.28,3,559.6557,580.5551,NA,2381740
Algeria,Northern Africa,1983,7.74615,16.492984,0.380910676,NA,NA,5.823095,120.427316262446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2381740
Algeria,Northern Africa,1984,7.530864,16.630699,0.487365616,NA,NA,7.238278,154.468795238178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2381740
Algeria,Northern Africa,1985,8.995894,16.395996,0.48110178,NA,NA,5.993409,131.905632137858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2381740
Algeria,Northern Africa,1986,10.179422,16.243587,0.502167763,NA,NA,4.643324,105.136638523209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2381740
Algeria,Northern Africa,1987,12.87466,16.281794,0.557710434,NA,NA,4.709226,109.512855015659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.62,3.5,480.8024,498.7571,NA,2381740
Algeria,Northern Africa,1988,12.167656,16.297749,0.562189712,NA,NA,4.54981,108.667024279486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2381740
Algeria,Northern Africa,1989,13.039015,16.273817,0.51346816,NA,NA,4.406044,107.95093475632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2381740
Algeria,Northern Africa,1990,11.358267,16.238548,0.502065632,16670,94,4.460294,111.9228505,NA,0.75,179e4,62e4,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,165e3,2381740
Algeria,Northern Africa,1991,10.167058,16.215876,0.524673305,NA,94,4.755868,122.175598165039,NA,NA,NA,NA,88,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,2381740
Algeria,Northern Africa,1992,12.126846,16.317902,0.520477272,NA,94,4.929592,129.640259064943,60,NA,NA,NA,88,100,15,24,42.206,NA,169.57,4.5,423.8359,439.6633,NA,2381740
Algeria,Northern Africa,1993,12.097073,16.316642,0.5330163,NA,95,5.006843,134.754615028526,NA,NA,NA,NA,88,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,2381740
Algeria,Northern Africa,1994,10.058437,16.643294,0.563134432,NA,94,4.918721,135.34863726365,NA,NA,NA,NA,87,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,2381740
Algeria,Northern Africa,1995,10.497818,16.647073,0.594932122,NA,93,5.166676,145.09356255,NA,NA,NA,NA,86,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2381740
