country,region,year,"Children out of school, primary","Children out of school, primary, female","Children out of school, primary, male",Primary school completion (% of girls),"Primary completion rate, male (% of relevant age group)","Primary completion rate, total (% of relevant age group)","Expenditure per student, primary (% of GDP per capita)","Expenditure per student, secondary (% of GDP per capita)","Expenditure per student, tertiary (% of GDP per capita)",Youth (15-24) literacy rate (%). Female,Youth (15-24) literacy rate (%). Male,Youth (15-24) literacy rate (%). Total,Adult (15+) literacy rate (%). Male,Adult (15+) literacy rate (%). Total,Ratio of girls to boys in primary and secondary education (%),Education aid (% of total aid),Ratio of young literate females to males (% ages 15-24),Mean years in school (men 25 years old and older),Mean year in School (between 28 and 34 years old ),"Mean years in school (Women of reproductive age, from 15 to 44 years old)",Mean years in school (women 25 and older),Mean years in school (between 25 and 34 years old),Mean years in school ( women aged 25 to 34 as % men of same age)
Kenya,Eastern Africa,2004,1436180,711654,724526,87.14365,89.9992,88.57882,24.08488,22.20451,273.62703,NA,NA,NA,NA,NA,94.059,NA,NA,6.9,9.1,7.6,4.9,8.2,92.1348314606741
Kenya,Eastern Africa,2005,1361191,669929,691262,89.61955,91.67824,90.65415,NA,NA,NA,NA,NA,NA,NA,NA,95.825,NA,NA,7.1,9.2,7.8,5.1,8.4,93.3333333333333
Kenya,Eastern Africa,2006,1397547,676033,721514,NA,NA,NA,22.2662,21.06544,NA,NA,NA,NA,NA,NA,96.033,NA,NA,7.2,9.3,8,5.3,8.6,94.5054945054945
Kenya,Eastern Africa,2007,771262,383291,387971,NA,NA,NA,NA,NA,NA,81.6325718379368,83.205423017009693,82.3904723149426,78.0791461995226,72.1570281562013,95.14,NA,NA,7.4,9.4,8.1,5.5,8.8,96.7032967032967
Kenya,Eastern Africa,2008,1051358,506229,545129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.841,NA,NA,7.5,9.5,8.3,5.7,9,97.8260869565218
Kenya,Eastern Africa,2009,1009592,486219,523373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.355,NA,101.830540159052,7.6,9.6,8.5,5.9,9.2,98.9247311827957
Kenya,Eastern Africa,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,Eastern Africa,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1970,78897,26529,52368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.825,NA,NA,2,3,3.7,2.3,3.9,139.285714285714
Lesotho,Southern Africa,1971,88577,NA,NA,NA,NA,32.82374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,3.1,3.9,2.5,4,137.931034482759
Lesotho,Southern Africa,1972,89279,32037,57242,45.64945,27.28822,36.49597,NA,NA,NA,NA,NA,NA,NA,NA,146.201,NA,NA,2.2,3.2,4,2.6,4.2,140
Lesotho,Southern Africa,1973,90473,32968,57505,52.2215,28.59108,40.43828,NA,NA,NA,NA,NA,NA,NA,NA,143.625,NA,NA,2.3,3.3,4.2,2.7,4.4,141.935483870968
Lesotho,Southern Africa,1974,75383,24e3,51383,64.78557,34.48494,49.65389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,3.4,4.3,2.8,4.5,140.625
Lesotho,Southern Africa,1975,NA,NA,NA,68.64007,35.76014,52.18268,NA,NA,NA,NA,NA,NA,NA,NA,142.144,NA,NA,2.4,3.5,4.5,2.9,4.7,142.424242424242
Lesotho,Southern Africa,1976,76399,23871,52528,63.65587,33.84069,48.74778,NA,NA,NA,NA,NA,NA,NA,NA,141.826,NA,NA,2.5,3.6,4.6,3.1,4.9,144.117647058824
Lesotho,Southern Africa,1977,76008,22922,53086,59.4529,30.29468,44.87714,NA,NA,NA,NA,NA,NA,NA,NA,143.809,NA,NA,2.6,3.7,4.8,3.2,5,142.857142857143
Lesotho,Southern Africa,1978,93354,32786,60568,61.32583,29.43997,45.37576,NA,NA,NA,NA,NA,NA,NA,NA,145.319,NA,NA,2.7,3.8,4.9,3.3,5.2,144.444444444444
Lesotho,Southern Africa,1979,92757,31626,61131,62.65496,29.6706,46.14379,NA,NA,NA,NA,NA,NA,NA,NA,144.802,NA,NA,2.8,3.9,5.1,3.5,5.4,145.945945945946
Lesotho,Southern Africa,1980,94156,32924,61232,63.51736,28.96869,46.22159,NA,NA,NA,NA,NA,NA,NA,NA,142.456,NA,NA,2.9,4,5.2,3.6,5.5,144.736842105263
Lesotho,Southern Africa,1981,96132,34568,61564,64.25283,30.78104,47.51941,NA,NA,NA,NA,NA,NA,NA,NA,138.437,NA,NA,3,4.1,5.4,3.7,5.7,146.153846153846
Lesotho,Southern Africa,1982,87815,30214,57601,64.65428,31.3739,48.03272,NA,NA,NA,NA,NA,NA,NA,NA,133.69,NA,NA,3,4.2,5.5,3.9,5.8,145
Lesotho,Southern Africa,1983,91781,32463,59318,64.71995,33.71056,49.23295,NA,NA,NA,NA,NA,NA,NA,NA,131.738,NA,NA,3.1,4.3,5.7,4,6,146.341463414634
Lesotho,Southern Africa,1984,91480,32089,59391,63.97043,35.55592,49.76126,NA,NA,NA,NA,NA,NA,NA,NA,128.722,NA,NA,3.2,4.4,5.8,4.2,6.1,141.860465116279
Lesotho,Southern Africa,1985,86514,29504,57010,63.75328,36.01254,49.85204,NA,NA,NA,NA,NA,NA,NA,NA,127.493,NA,NA,3.3,4.5,6,4.3,6.3,143.181818181818
Lesotho,Southern Africa,1986,88636,31049,57587,64.17658,35.9523,50.05251,NA,NA,NA,NA,NA,NA,NA,NA,126.941,NA,NA,3.4,4.7,6.1,4.5,6.4,142.222222222222
Lesotho,Southern Africa,1987,86393,29567,56826,68.3269,37.1307,52.72372,NA,NA,NA,NA,NA,NA,NA,NA,127.531,NA,NA,3.5,4.8,6.3,4.6,6.6,143.478260869565
Lesotho,Southern Africa,1988,85262,29036,56226,71.57957,39.26425,55.40887,NA,NA,NA,NA,NA,NA,NA,NA,126.911,NA,NA,3.6,4.9,6.4,4.8,6.7,142.553191489362
Lesotho,Southern Africa,1989,89840,31614,58226,71.67702,40.24855,55.9358,NA,NA,NA,NA,NA,NA,NA,NA,125.117,NA,NA,3.7,5,6.6,4.9,6.9,143.75
Lesotho,Southern Africa,1990,95550,34944,60606,75.39523,41.43964,58.37637,NA,NA,NA,NA,NA,NA,NA,NA,124.211,NA,NA,3.8,5.1,6.7,5.1,7,142.857142857143
Lesotho,Southern Africa,1991,93524,33777,59747,75.98979,41.86152,58.89617,NA,NA,NA,NA,NA,NA,NA,NA,123.779,NA,NA,3.9,5.2,6.9,5.2,7.2,144
Lesotho,Southern Africa,1992,95337,35233,60104,77.74465,44.93011,61.31405,NA,NA,NA,NA,NA,NA,NA,NA,121.336,NA,NA,4,5.3,7,5.4,7.3,143.137254901961
Lesotho,Southern Africa,1993,106105,41490,64615,76.78323,45.41593,61.07336,NA,NA,NA,NA,NA,NA,NA,NA,119.083,NA,NA,4.1,5.4,7.2,5.5,7.5,141.509433962264
Lesotho,Southern Africa,1994,105179,41906,63273,78.59573,47.95957,63.23445,NA,NA,NA,NA,NA,NA,NA,NA,117.272,NA,NA,4.2,5.5,7.3,5.7,7.6,140.740740740741
Lesotho,Southern Africa,1995,111971,46681,65290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,5.6,7.5,5.9,7.8,141.818181818182
Lesotho,Southern Africa,1996,113623,47331,66292,76.29669,51.82971,64.012,NA,NA,NA,NA,NA,NA,NA,NA,115.056,NA,NA,4.4,5.7,7.6,6,7.9,141.071428571429
Lesotho,Southern Africa,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.579,NA,NA,4.5,5.8,7.8,6.2,8.1,142.105263157895
Lesotho,Southern Africa,1998,145753,65435,80318,74.11441,51.43728,62.73349,NA,NA,NA,NA,NA,NA,NA,NA,114.063,NA,NA,4.6,5.9,7.9,6.4,8.2,141.379310344828
Lesotho,Southern Africa,1999,159920,73502,86418,70.38571,52.14395,61.23239,37.0413,82.42285,NA,NA,NA,NA,NA,NA,111.946,NA,NA,4.7,6,8.1,6.6,8.4,142.372881355932
Lesotho,Southern Africa,2e3,87689,38203,49486,69.28764,50.33599,59.7782,30.29816,85.52813,939.74065,97.4960876369327,84.8255813953488,90.9269027882442,79.995781925551,86.2544348707552,107.481,NA,114.93712867407,4.8,6.1,8.2,6.7,8.5,141.666666666667
Lesotho,Southern Africa,2001,88792,38577,50215,70.36448,52.4947,61.39642,28.3529,70.04862,912.29988,NA,NA,NA,NA,NA,105.646,NA,NA,5,6.2,8.4,6.9,8.7,142.622950819672
Lesotho,Southern Africa,2002,88421,38850,49571,71.73041,52.58911,62.1208,NA,NA,NA,NA,NA,NA,NA,NA,105.473,NA,NA,5.1,6.3,8.5,7.1,8.8,141.935483870968
Lesotho,Southern Africa,2003,88790,39158,49632,72.78338,54.3997,63.55067,NA,NA,NA,NA,NA,NA,NA,NA,105.064,NA,NA,5.2,6.4,8.7,7.3,9,142.857142857143
Lesotho,Southern Africa,2004,97787,44327,53460,75.4392,55.19562,65.2653,NA,NA,NA,NA,NA,NA,NA,NA,104.072,NA,NA,5.3,6.5,8.8,7.5,9.1,142.1875
Lesotho,Southern Africa,2005,100940,46082,54858,70.83476,49.60349,60.15652,30.505490000000002,61.54339,NA,NA,NA,NA,NA,NA,104.179,NA,NA,5.4,6.6,8.9,7.7,9.3,143.076923076923
Lesotho,Southern Africa,2006,111557,52413,59144,89.04591,62.49486,75.69309,27.47168,54.65407,1344.37095,NA,NA,NA,NA,NA,104.167,NA,NA,5.5,6.7,9.1,7.9,9.4,144.615384615385
Lesotho,Southern Africa,2007,110108,51735,58373,81.54746,60.16019,70.79301,NA,NA,NA,NA,NA,NA,NA,NA,104.987,NA,NA,5.7,6.8,9.2,8.1,9.5,143.939393939394
Lesotho,Southern Africa,2008,106013,49701,56312,77.63315,58.41752,67.97011,24.79886,55.71557,NA,NA,NA,NA,NA,NA,105.408,NA,NA,5.8,6.9,9.4,8.2,9.7,144.776119402985
Lesotho,Southern Africa,2009,105246,48464,56782,77.93981,57.73517,67.7762,NA,NA,NA,92.093894801161,74.1850280214274,83.1944104323841,65.5219591868893,75.8002023157404,107.545,NA,114.418465874914,5.9,7,9.5,8.4,9.8,144.117647058824
Lesotho,Southern Africa,2010,98874,46258,52616,78.85983,60.38695,69.56458,NA,NA,NA,NA,NA,NA,NA,NA,106.064,NA,NA,NA,NA,NA,NA,NA,NA
Lesotho,Southern Africa,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liberia,Western Africa,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liberia,Western Africa,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liberia,Western Africa,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liberia,Western Africa,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liberia,Western Africa,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liberia,Western Africa,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liberia,Western Africa,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liberia,Western Africa,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liberia,Western Africa,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liberia,Western Africa,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liberia,Western Africa,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.296,NA,NA,1.5,2.3,0.6,0.3,0.6,28.5714285714286
Liberia,Western Africa,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.335,NA,NA,1.6,2.4,0.7,0.3,0.6,26.0869565217391
Liberia,Western Africa,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.957,NA,NA,1.6,2.5,0.7,0.3,0.7,29.1666666666667
Liberia,Western Africa,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,2.6,0.7,0.4,0.7,28
Liberia,Western Africa,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,2.8,0.8,0.4,0.8,30.7692307692308
Liberia,Western Africa,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.343,NA,NA,1.9,2.9,0.8,0.4,0.8,29.6296296296296
Liberia,Western Africa,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.034,NA,NA,1.9,3,0.9,0.4,0.8,28.5714285714286
Liberia,Western Africa,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.1,0.9,0.4,0.9,30
Liberia,Western Africa,1978,NA,NA,NA,17.01452,38.19619,27.56847,NA,NA,NA,NA,NA,NA,NA,NA,50.86,NA,NA,2.1,3.3,1,0.5,0.9,29.0322580645161
Liberia,Western Africa,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.854,NA,NA,2.2,3.4,1,0.5,1,31.25
Liberia,Western Africa,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.082,NA,NA,2.3,3.6,1.1,0.5,1,29.4117647058824
Liberia,Western Africa,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,3.7,1.1,0.5,1.1,31.4285714285714
Liberia,Western Africa,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,3.9,1.2,0.6,1.1,30.5555555555556
Liberia,Western Africa,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,4,1.3,0.6,1.2,31.5789473684211
Liberia,Western Africa,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.7245572774425,62.8272896716995,47.6337935894082,44.8793161387183,32.1067661646571,NA,NA,53.6781985243487,2.7,4.2,1.3,0.7,1.3,33.3333333333333
Liberia,Western Africa,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,4.3,1.4,0.7,1.3,32.5
Liberia,Western Africa,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.4,1.5,0.7,1.4,33.3333333333333
Liberia,Western Africa,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,4.6,1.5,0.8,1.5,34.8837209302326
Liberia,Western Africa,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,4.7,1.6,0.8,1.5,34.0909090909091
Liberia,Western Africa,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,4.8,1.7,0.9,1.6,34.7826086956522
Liberia,Western Africa,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,4.9,1.8,0.9,1.7,36.1702127659574
Liberia,Western Africa,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,5.1,1.9,1,1.8,37.5
Liberia,Western Africa,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,5.2,1.9,1,1.8,36.734693877551
Liberia,Western Africa,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,5.3,2,1.1,1.9,38
Liberia,Western Africa,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.19463,65.750470000000007,60.00279,55.19549,43.46086,NA,NA,82.9268292682927,4,5.4,2.1,1.1,2,39.2156862745098
Liberia,Western Africa,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,5.5,2.2,1.2,2.1,40.3846153846154
Liberia,Western Africa,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,5.6,2.3,1.2,2.1,39.622641509434
Liberia,Western Africa,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,5.7,2.4,1.3,2.2,40.7407407407407
Liberia,Western Africa,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,5.8,2.5,1.4,2.3,41.8181818181818
Liberia,Western Africa,1999,225548,124133,101415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.495,NA,NA,4.6,5.9,2.5,1.4,2.4,42.8571428571429
Liberia,Western Africa,2e3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.271,NA,NA,4.7,6,2.6,1.5,2.4,42.1052631578947
Liberia,Western Africa,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,6.1,2.7,1.6,2.5,43.1034482758621
Liberia,Western Africa,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6.1,2.8,1.6,2.6,44.8275862068966
Liberia,Western Africa,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,6.2,2.9,1.7,2.7,45.7627118644068
Liberia,Western Africa,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.36269,69.10134,71.21303,61.79959,54.77813,NA,NA,106.686046511628,5.2,6.3,3,1.8,2.8,46.6666666666667
Liberia,Western Africa,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,6.4,3.1,1.9,2.8,45.9016393442623
Liberia,Western Africa,2006,324568,160503,164065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,6.4,3.2,2,2.9,47.5409836065574
Liberia,Western Africa,2007,300903,149341,151562,63.13395,74.85203,69.05304,5.47857,8.39739584689541,NA,37.1703074701604,63.4510233713456,49.0741093023888,60.7748067176878,42.941084070437,NA,NA,NA,5.6,6.5,3.3,2,3,48.3870967741935
Liberia,Western Africa,2008,317652,160792,156860,57.15502,67.41118,62.33871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,6.5,3.4,2.1,3.1,50
Liberia,Western Africa,2009,351919,178537,173382,55.64058,67.23764,61.50561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.928980590718,5.9,6.6,3.5,2.2,3.1,49.2063492063492
Liberia,Western Africa,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liberia,Western Africa,2011,385726,193598,192128,60.2847,71.55794,65.99624,NA,NA,NA,NA,NA,NA,NA,NA,88.438,NA,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1971,48457,46868,1589,21.34512,66.23845,44.32207,NA,NA,NA,NA,NA,NA,NA,NA,55.243,NA,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1972,37763,NA,NA,45.26545,115.30576,81.1167,NA,NA,NA,NA,NA,NA,NA,NA,61.375,NA,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1973,28018,NA,NA,48.93726,95.92336,72.99819,NA,NA,NA,NA,NA,NA,NA,NA,68.194,NA,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1974,NA,NA,NA,65.13734,115.86928,91.13654,NA,NA,NA,NA,NA,NA,NA,NA,74.171,NA,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1975,NA,NA,NA,90.46023,135.05725,113.33807,NA,NA,NA,NA,NA,NA,NA,NA,77.598,NA,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1976,NA,NA,NA,87.30268,126.49528,107.42449,NA,NA,NA,NA,NA,NA,NA,NA,80.065,NA,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1977,NA,NA,NA,98.89318,121.97182,110.7418,NA,NA,NA,NA,NA,NA,NA,NA,83.095,NA,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1978,9692,NA,NA,98.80597,116.80893,108.05349,NA,NA,NA,NA,NA,NA,NA,NA,85.42,NA,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1979,NA,NA,NA,93.44007,109.13125,101.50768,NA,NA,NA,NA,NA,NA,NA,NA,86.656,NA,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1980,NA,NA,NA,87.37097,98.8347,93.26796,NA,NA,NA,NA,NA,NA,NA,NA,87.124,NA,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1981,NA,NA,NA,91.08016,99.28791,95.29913,NA,NA,NA,NA,NA,NA,NA,NA,86.99,NA,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1983,NA,NA,NA,94.34043,105.12254,99.84883,NA,NA,NA,NA,NA,NA,NA,NA,87.451,NA,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.310601784532,97.8520369001318,89.3379006378114,76.9926275888501,60.1643933296659,NA,NA,82.0735105049447,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.708,NA,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
